,image,label,scene,split
2023-01-20_aying_mangfall_2-0811_1674225398179927764,train/image-2023-01-20_aying_mangfall_2-0811_1674225398179927764.png,train/label-2023-01-20_aying_mangfall_2-0811_1674225398179927764.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0782_1674225157746651358,train/image-2023-01-20_aying_mangfall_2-0782_1674225157746651358.png,train/label-2023-01-20_aying_mangfall_2-0782_1674225157746651358.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0716_1674224913541468301,train/image-2023-01-20_aying_mangfall_2-0716_1674224913541468301.png,train/label-2023-01-20_aying_mangfall_2-0716_1674224913541468301.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0735_1674224979475116043,train/image-2023-01-20_aying_mangfall_2-0735_1674224979475116043.png,train/label-2023-01-20_aying_mangfall_2-0735_1674224979475116043.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0766_1674225095173175660,train/image-2023-01-20_aying_mangfall_2-0766_1674225095173175660.png,train/label-2023-01-20_aying_mangfall_2-0766_1674225095173175660.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0887_1674225625922687408,train/image-2023-01-20_aying_mangfall_2-0887_1674225625922687408.png,train/label-2023-01-20_aying_mangfall_2-0887_1674225625922687408.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0966_1674225806318181686,val/image-2023-01-20_aying_mangfall_2-0966_1674225806318181686.png,val/label-2023-01-20_aying_mangfall_2-0966_1674225806318181686.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0337_1674222975690005308,train/image-2023-01-20_aying_mangfall_2-0337_1674222975690005308.png,train/label-2023-01-20_aying_mangfall_2-0337_1674222975690005308.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0821_1674225431570016132,train/image-2023-01-20_aying_mangfall_2-0821_1674225431570016132.png,train/label-2023-01-20_aying_mangfall_2-0821_1674225431570016132.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0311_1674222867120136617,train/image-2023-01-20_aying_mangfall_2-0311_1674222867120136617.png,train/label-2023-01-20_aying_mangfall_2-0311_1674222867120136617.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1063_1674226307774333418,train/image-2023-01-20_aying_mangfall_2-1063_1674226307774333418.png,train/label-2023-01-20_aying_mangfall_2-1063_1674226307774333418.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0300_1674222819345206560,train/image-2023-01-20_aying_mangfall_2-0300_1674222819345206560.png,train/label-2023-01-20_aying_mangfall_2-0300_1674222819345206560.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1077_1674226363437105833,train/image-2023-01-20_aying_mangfall_2-1077_1674226363437105833.png,train/label-2023-01-20_aying_mangfall_2-1077_1674226363437105833.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0824_1674225439339952126,train/image-2023-01-20_aying_mangfall_2-0824_1674225439339952126.png,train/label-2023-01-20_aying_mangfall_2-0824_1674225439339952126.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0746_1674225012861872163,train/image-2023-01-20_aying_mangfall_2-0746_1674225012861872163.png,train/label-2023-01-20_aying_mangfall_2-0746_1674225012861872163.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0283_1674222759601223827,train/image-2023-01-20_aying_mangfall_2-0283_1674222759601223827.png,train/label-2023-01-20_aying_mangfall_2-0283_1674222759601223827.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0793_1674225201737469819,train/image-2023-01-20_aying_mangfall_2-0793_1674225201737469819.png,train/label-2023-01-20_aying_mangfall_2-0793_1674225201737469819.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1025_1674226106448823081,val/image-2023-01-20_aying_mangfall_2-1025_1674226106448823081.png,val/label-2023-01-20_aying_mangfall_2-1025_1674226106448823081.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0636_1674224478272867220,train/image-2023-01-20_aying_mangfall_2-0636_1674224478272867220.png,train/label-2023-01-20_aying_mangfall_2-0636_1674224478272867220.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0349_1674223076698789494,train/image-2023-01-20_aying_mangfall_2-0349_1674223076698789494.png,train/label-2023-01-20_aying_mangfall_2-0349_1674223076698789494.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0328_1674222939360115761,train/image-2023-01-20_aying_mangfall_2-0328_1674222939360115761.png,train/label-2023-01-20_aying_mangfall_2-0328_1674222939360115761.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0972_1674225825848967764,val/image-2023-01-20_aying_mangfall_2-0972_1674225825848967764.png,val/label-2023-01-20_aying_mangfall_2-0972_1674225825848967764.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0829_1674225451415275883,train/image-2023-01-20_aying_mangfall_2-0829_1674225451415275883.png,train/label-2023-01-20_aying_mangfall_2-0829_1674225451415275883.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1091_1674226389167462028,train/image-2023-01-20_aying_mangfall_2-1091_1674226389167462028.png,train/label-2023-01-20_aying_mangfall_2-1091_1674226389167462028.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1159_1674226699218387820,train/image-2023-01-20_aying_mangfall_2-1159_1674226699218387820.png,train/label-2023-01-20_aying_mangfall_2-1159_1674226699218387820.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0697_1674224798265574495,train/image-2023-01-20_aying_mangfall_2-0697_1674224798265574495.png,train/label-2023-01-20_aying_mangfall_2-0697_1674224798265574495.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1083_1674226375199644348,train/image-2023-01-20_aying_mangfall_2-1083_1674226375199644348.png,train/label-2023-01-20_aying_mangfall_2-1083_1674226375199644348.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1049_1674226246650253399,val/image-2023-01-20_aying_mangfall_2-1049_1674226246650253399.png,val/label-2023-01-20_aying_mangfall_2-1049_1674226246650253399.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-1094_1674226393683363306,train/image-2023-01-20_aying_mangfall_2-1094_1674226393683363306.png,train/label-2023-01-20_aying_mangfall_2-1094_1674226393683363306.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0691_1674224781257638698,train/image-2023-01-20_aying_mangfall_2-0691_1674224781257638698.png,train/label-2023-01-20_aying_mangfall_2-0691_1674224781257638698.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0313_1674222880034996661,train/image-2023-01-20_aying_mangfall_2-0313_1674222880034996661.png,train/label-2023-01-20_aying_mangfall_2-0313_1674222880034996661.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1003_1674225994920858228,val/image-2023-01-20_aying_mangfall_2-1003_1674225994920858228.png,val/label-2023-01-20_aying_mangfall_2-1003_1674225994920858228.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0988_1674225940312559245,val/image-2023-01-20_aying_mangfall_2-0988_1674225940312559245.png,val/label-2023-01-20_aying_mangfall_2-0988_1674225940312559245.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0075_1674221894866168455,train/image-2023-01-20_aying_mangfall_2-0075_1674221894866168455.png,train/label-2023-01-20_aying_mangfall_2-0075_1674221894866168455.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1040_1674226203591759045,val/image-2023-01-20_aying_mangfall_2-1040_1674226203591759045.png,val/label-2023-01-20_aying_mangfall_2-1040_1674226203591759045.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0921_1674225710764586472,train/image-2023-01-20_aying_mangfall_2-0921_1674225710764586472.png,train/label-2023-01-20_aying_mangfall_2-0921_1674225710764586472.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0761_1674225087614399369,train/image-2023-01-20_aying_mangfall_2-0761_1674225087614399369.png,train/label-2023-01-20_aying_mangfall_2-0761_1674225087614399369.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0750_1674225029134556954,train/image-2023-01-20_aying_mangfall_2-0750_1674225029134556954.png,train/label-2023-01-20_aying_mangfall_2-0750_1674225029134556954.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0074_1674221893079987827,train/image-2023-01-20_aying_mangfall_2-0074_1674221893079987827.png,train/label-2023-01-20_aying_mangfall_2-0074_1674221893079987827.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0907_1674225685353838502,train/image-2023-01-20_aying_mangfall_2-0907_1674225685353838502.png,train/label-2023-01-20_aying_mangfall_2-0907_1674225685353838502.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0664_1674224645510790327,train/image-2023-01-20_aying_mangfall_2-0664_1674224645510790327.png,train/label-2023-01-20_aying_mangfall_2-0664_1674224645510790327.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0763_1674225090866764980,train/image-2023-01-20_aying_mangfall_2-0763_1674225090866764980.png,train/label-2023-01-20_aying_mangfall_2-0763_1674225090866764980.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0866_1674225555049476362,train/image-2023-01-20_aying_mangfall_2-0866_1674225555049476362.png,train/label-2023-01-20_aying_mangfall_2-0866_1674225555049476362.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0708_1674224883410768542,train/image-2023-01-20_aying_mangfall_2-0708_1674224883410768542.png,train/label-2023-01-20_aying_mangfall_2-0708_1674224883410768542.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0839_1674225466744440249,train/image-2023-01-20_aying_mangfall_2-0839_1674225466744440249.png,train/label-2023-01-20_aying_mangfall_2-0839_1674225466744440249.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0964_1674225803693035466,val/image-2023-01-20_aying_mangfall_2-0964_1674225803693035466.png,val/label-2023-01-20_aying_mangfall_2-0964_1674225803693035466.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0033_1674221785359729217,train/image-2023-01-20_aying_mangfall_2-0033_1674221785359729217.png,train/label-2023-01-20_aying_mangfall_2-0033_1674221785359729217.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0055_1674221840374909020,train/image-2023-01-20_aying_mangfall_2-0055_1674221840374909020.png,train/label-2023-01-20_aying_mangfall_2-0055_1674221840374909020.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0810_1674225392299676427,train/image-2023-01-20_aying_mangfall_2-0810_1674225392299676427.png,train/label-2023-01-20_aying_mangfall_2-0810_1674225392299676427.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0656_1674224575382199284,train/image-2023-01-20_aying_mangfall_2-0656_1674224575382199284.png,train/label-2023-01-20_aying_mangfall_2-0656_1674224575382199284.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0938_1674225737014969892,val/image-2023-01-20_aying_mangfall_2-0938_1674225737014969892.png,val/label-2023-01-20_aying_mangfall_2-0938_1674225737014969892.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-1059_1674226293808135865,train/image-2023-01-20_aying_mangfall_2-1059_1674226293808135865.png,train/label-2023-01-20_aying_mangfall_2-1059_1674226293808135865.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0813_1674225406999908207,train/image-2023-01-20_aying_mangfall_2-0813_1674225406999908207.png,train/label-2023-01-20_aying_mangfall_2-0813_1674225406999908207.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0401_1674223278085241653,train/image-2023-01-20_aying_mangfall_2-0401_1674223278085241653.png,train/label-2023-01-20_aying_mangfall_2-0401_1674223278085241653.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1007_1674226010463062653,val/image-2023-01-20_aying_mangfall_2-1007_1674226010463062653.png,val/label-2023-01-20_aying_mangfall_2-1007_1674226010463062653.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0366_1674223137282518755,train/image-2023-01-20_aying_mangfall_2-0366_1674223137282518755.png,train/label-2023-01-20_aying_mangfall_2-0366_1674223137282518755.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0632_1674224452552446512,train/image-2023-01-20_aying_mangfall_2-0632_1674224452552446512.png,train/label-2023-01-20_aying_mangfall_2-0632_1674224452552446512.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1017_1674226068445198795,val/image-2023-01-20_aying_mangfall_2-1017_1674226068445198795.png,val/label-2023-01-20_aying_mangfall_2-1017_1674226068445198795.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0050_1674221824205783136,train/image-2023-01-20_aying_mangfall_2-0050_1674221824205783136.png,train/label-2023-01-20_aying_mangfall_2-0050_1674221824205783136.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1098_1674226405551379572,train/image-2023-01-20_aying_mangfall_2-1098_1674226405551379572.png,train/label-2023-01-20_aying_mangfall_2-1098_1674226405551379572.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0306_1674222847905316109,train/image-2023-01-20_aying_mangfall_2-0306_1674222847905316109.png,train/label-2023-01-20_aying_mangfall_2-0306_1674222847905316109.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1132_1674226537678566679,train/image-2023-01-20_aying_mangfall_2-1132_1674226537678566679.png,train/label-2023-01-20_aying_mangfall_2-1132_1674226537678566679.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0939_1674225738169803275,val/image-2023-01-20_aying_mangfall_2-0939_1674225738169803275.png,val/label-2023-01-20_aying_mangfall_2-0939_1674225738169803275.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0908_1674225686298710157,train/image-2023-01-20_aying_mangfall_2-0908_1674225686298710157.png,train/label-2023-01-20_aying_mangfall_2-0908_1674225686298710157.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0082_1674221909249970385,train/image-2023-01-20_aying_mangfall_2-0082_1674221909249970385.png,train/label-2023-01-20_aying_mangfall_2-0082_1674221909249970385.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0282_1674222755716045592,train/image-2023-01-20_aying_mangfall_2-0282_1674222755716045592.png,train/label-2023-01-20_aying_mangfall_2-0282_1674222755716045592.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0065_1674221869457838383,train/image-2023-01-20_aying_mangfall_2-0065_1674221869457838383.png,train/label-2023-01-20_aying_mangfall_2-0065_1674221869457838383.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0935_1674225734074797126,val/image-2023-01-20_aying_mangfall_2-0935_1674225734074797126.png,val/label-2023-01-20_aying_mangfall_2-0935_1674225734074797126.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0952_1674225754130513707,val/image-2023-01-20_aying_mangfall_2-0952_1674225754130513707.png,val/label-2023-01-20_aying_mangfall_2-0952_1674225754130513707.png,2023-01-20_aying_mangfall_2,val
2023-01-20_aying_mangfall_2-0280_1674222747946857709,train/image-2023-01-20_aying_mangfall_2-0280_1674222747946857709.png,train/label-2023-01-20_aying_mangfall_2-0280_1674222747946857709.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0920_1674225709399455300,train/image-2023-01-20_aying_mangfall_2-0920_1674225709399455300.png,train/label-2023-01-20_aying_mangfall_2-0920_1674225709399455300.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0066_1674221871977714959,train/image-2023-01-20_aying_mangfall_2-0066_1674221871977714959.png,train/label-2023-01-20_aying_mangfall_2-0066_1674221871977714959.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-1096_1674226398514394282,train/image-2023-01-20_aying_mangfall_2-1096_1674226398514394282.png,train/label-2023-01-20_aying_mangfall_2-1096_1674226398514394282.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0860_1674225533630123358,train/image-2023-01-20_aying_mangfall_2-0860_1674225533630123358.png,train/label-2023-01-20_aying_mangfall_2-0860_1674225533630123358.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0668_1674224680260821114,train/image-2023-01-20_aying_mangfall_2-0668_1674224680260821114.png,train/label-2023-01-20_aying_mangfall_2-0668_1674224680260821114.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0723_1674224945039840770,train/image-2023-01-20_aying_mangfall_2-0723_1674224945039840770.png,train/label-2023-01-20_aying_mangfall_2-0723_1674224945039840770.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0764_1674225092758473440,train/image-2023-01-20_aying_mangfall_2-0764_1674225092758473440.png,train/label-2023-01-20_aying_mangfall_2-0764_1674225092758473440.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0883_1674225610278181178,train/image-2023-01-20_aying_mangfall_2-0883_1674225610278181178.png,train/label-2023-01-20_aying_mangfall_2-0883_1674225610278181178.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0058_1674221849930347668,train/image-2023-01-20_aying_mangfall_2-0058_1674221849930347668.png,train/label-2023-01-20_aying_mangfall_2-0058_1674221849930347668.png,2023-01-20_aying_mangfall_2,train
2023-01-20_aying_mangfall_2-0336_1674222972224532555,train/image-2023-01-20_aying_mangfall_2-0336_1674222972224532555.png,train/label-2023-01-20_aying_mangfall_2-0336_1674222972224532555.png,2023-01-20_aying_mangfall_2,train
2022-09-21_garching_uebungsplatz_2-0097_1663755826071353288,test/image-2022-09-21_garching_uebungsplatz_2-0097_1663755826071353288.png,test/label-2022-09-21_garching_uebungsplatz_2-0097_1663755826071353288.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0035_1663755333617251659,test/image-2022-09-21_garching_uebungsplatz_2-0035_1663755333617251659.png,test/label-2022-09-21_garching_uebungsplatz_2-0035_1663755333617251659.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0105_1663755894004221600,test/image-2022-09-21_garching_uebungsplatz_2-0105_1663755894004221600.png,test/label-2022-09-21_garching_uebungsplatz_2-0105_1663755894004221600.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0106_1663755898250396812,test/image-2022-09-21_garching_uebungsplatz_2-0106_1663755898250396812.png,test/label-2022-09-21_garching_uebungsplatz_2-0106_1663755898250396812.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0024_1663755299748021118,test/image-2022-09-21_garching_uebungsplatz_2-0024_1663755299748021118.png,test/label-2022-09-21_garching_uebungsplatz_2-0024_1663755299748021118.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0039_1663755361892652889,test/image-2022-09-21_garching_uebungsplatz_2-0039_1663755361892652889.png,test/label-2022-09-21_garching_uebungsplatz_2-0039_1663755361892652889.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0096_1663755820893569779,test/image-2022-09-21_garching_uebungsplatz_2-0096_1663755820893569779.png,test/label-2022-09-21_garching_uebungsplatz_2-0096_1663755820893569779.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0041_1663755381571228577,test/image-2022-09-21_garching_uebungsplatz_2-0041_1663755381571228577.png,test/label-2022-09-21_garching_uebungsplatz_2-0041_1663755381571228577.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0084_1663755761555103413,test/image-2022-09-21_garching_uebungsplatz_2-0084_1663755761555103413.png,test/label-2022-09-21_garching_uebungsplatz_2-0084_1663755761555103413.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0012_1663755245785723659,test/image-2022-09-21_garching_uebungsplatz_2-0012_1663755245785723659.png,test/label-2022-09-21_garching_uebungsplatz_2-0012_1663755245785723659.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0013_1663755260390163959,test/image-2022-09-21_garching_uebungsplatz_2-0013_1663755260390163959.png,test/label-2022-09-21_garching_uebungsplatz_2-0013_1663755260390163959.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0107_1663755903945806106,test/image-2022-09-21_garching_uebungsplatz_2-0107_1663755903945806106.png,test/label-2022-09-21_garching_uebungsplatz_2-0107_1663755903945806106.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0068_1663755701179837470,test/image-2022-09-21_garching_uebungsplatz_2-0068_1663755701179837470.png,test/label-2022-09-21_garching_uebungsplatz_2-0068_1663755701179837470.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0064_1663755600828278882,test/image-2022-09-21_garching_uebungsplatz_2-0064_1663755600828278882.png,test/label-2022-09-21_garching_uebungsplatz_2-0064_1663755600828278882.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0111_1663755932113300213,test/image-2022-09-21_garching_uebungsplatz_2-0111_1663755932113300213.png,test/label-2022-09-21_garching_uebungsplatz_2-0111_1663755932113300213.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0015_1663755271990075755,test/image-2022-09-21_garching_uebungsplatz_2-0015_1663755271990075755.png,test/label-2022-09-21_garching_uebungsplatz_2-0015_1663755271990075755.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0038_1663755353192423465,test/image-2022-09-21_garching_uebungsplatz_2-0038_1663755353192423465.png,test/label-2022-09-21_garching_uebungsplatz_2-0038_1663755353192423465.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0032_1663755326056127752,test/image-2022-09-21_garching_uebungsplatz_2-0032_1663755326056127752.png,test/label-2022-09-21_garching_uebungsplatz_2-0032_1663755326056127752.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0122_1663756023767112887,test/image-2022-09-21_garching_uebungsplatz_2-0122_1663756023767112887.png,test/label-2022-09-21_garching_uebungsplatz_2-0122_1663756023767112887.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0042_1663755385092669911,test/image-2022-09-21_garching_uebungsplatz_2-0042_1663755385092669911.png,test/label-2022-09-21_garching_uebungsplatz_2-0042_1663755385092669911.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0050_1663755529781033885,test/image-2022-09-21_garching_uebungsplatz_2-0050_1663755529781033885.png,test/label-2022-09-21_garching_uebungsplatz_2-0050_1663755529781033885.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0102_1663755862626500794,test/image-2022-09-21_garching_uebungsplatz_2-0102_1663755862626500794.png,test/label-2022-09-21_garching_uebungsplatz_2-0102_1663755862626500794.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0073_1663755726448272864,test/image-2022-09-21_garching_uebungsplatz_2-0073_1663755726448272864.png,test/label-2022-09-21_garching_uebungsplatz_2-0073_1663755726448272864.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0043_1663755388821567001,test/image-2022-09-21_garching_uebungsplatz_2-0043_1663755388821567001.png,test/label-2022-09-21_garching_uebungsplatz_2-0043_1663755388821567001.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0016_1663755274061678742,test/image-2022-09-21_garching_uebungsplatz_2-0016_1663755274061678742.png,test/label-2022-09-21_garching_uebungsplatz_2-0016_1663755274061678742.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0086_1663755765801360677,test/image-2022-09-21_garching_uebungsplatz_2-0086_1663755765801360677.png,test/label-2022-09-21_garching_uebungsplatz_2-0086_1663755765801360677.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0065_1663755691652232312,test/image-2022-09-21_garching_uebungsplatz_2-0065_1663755691652232312.png,test/label-2022-09-21_garching_uebungsplatz_2-0065_1663755691652232312.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0066_1663755696519667092,test/image-2022-09-21_garching_uebungsplatz_2-0066_1663755696519667092.png,test/label-2022-09-21_garching_uebungsplatz_2-0066_1663755696519667092.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0020_1663755285972455036,test/image-2022-09-21_garching_uebungsplatz_2-0020_1663755285972455036.png,test/label-2022-09-21_garching_uebungsplatz_2-0020_1663755285972455036.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0052_1663755539827028784,test/image-2022-09-21_garching_uebungsplatz_2-0052_1663755539827028784.png,test/label-2022-09-21_garching_uebungsplatz_2-0052_1663755539827028784.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0001_1663755182709213081,test/image-2022-09-21_garching_uebungsplatz_2-0001_1663755182709213081.png,test/label-2022-09-21_garching_uebungsplatz_2-0001_1663755182709213081.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0062_1663755590885896886,test/image-2022-09-21_garching_uebungsplatz_2-0062_1663755590885896886.png,test/label-2022-09-21_garching_uebungsplatz_2-0062_1663755590885896886.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0082_1663755757930101358,test/image-2022-09-21_garching_uebungsplatz_2-0082_1663755757930101358.png,test/label-2022-09-21_garching_uebungsplatz_2-0082_1663755757930101358.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0116_1663755980062316401,test/image-2022-09-21_garching_uebungsplatz_2-0116_1663755980062316401.png,test/label-2022-09-21_garching_uebungsplatz_2-0116_1663755980062316401.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0092_1663755783509220263,test/image-2022-09-21_garching_uebungsplatz_2-0092_1663755783509220263.png,test/label-2022-09-21_garching_uebungsplatz_2-0092_1663755783509220263.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0094_1663755795935874028,test/image-2022-09-21_garching_uebungsplatz_2-0094_1663755795935874028.png,test/label-2022-09-21_garching_uebungsplatz_2-0094_1663755795935874028.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0031_1663755321498797123,test/image-2022-09-21_garching_uebungsplatz_2-0031_1663755321498797123.png,test/label-2022-09-21_garching_uebungsplatz_2-0031_1663755321498797123.png,2022-09-21_garching_uebungsplatz_2,test
